1;%Fris%
2;%Bier%
28;%Meter%
13;%Pitcher%
4;%Jaegermeister%
4;%Ketel%
3;%Apfelkorn%
4;%Wodka%
6;%Stroh%
3;%Dropshot%
4;%Sambuca%
4;%Havana%
4;%Bacardi%
4;%Tequila%
5;%Whisky%
5;%Nobeltje%
5;%Goldstrike%
3;%Port%
2;%Sourz%
2;%Peach Tree%
3;%Boswandeling%
